x_over_lambda,eta22_exact_norm,eta22_vwa_norm,eta22_walker_norm
-2.02414190662722,0.000223896034759155,0.000213435919868006,0.000797288100349196
-2.02303065660985,0.00019957122753778,0.000189220874810348,0.00077847728700517
-2.02191940659249,0.000175062663441671,0.000164824121200644,0.000759434840226503
-2.02080815657513,0.000150372924242037,0.00014024822859232,0.000740162227354796
-2.01969690655776,0.000125504634269463,0.000115495808649735,0.000720660958201134
-2.0185856565404,0.000100460460258251,9.05695150008885e-05,0.00070093258505868
-2.01747440652304,7.52431111940303e-05,6.54720430781575e-05,0.000680978702709049
-2.01636315650567,4.98553381380477e-05,4.02061299629653e-05,0.000660800948422552
-2.01525190648831,2.42999340614739e-05,1.47745542118623e-05,0.000640401001952146
-2.01414065647095,-1.4202663387815e-06,-1.08198643130781e-05,0.000619780585521289
-2.01302940645358,-2.73023868285112e-05,-3.65742646353807e-05,0.000598941463805389
-2.01191815643622,-5.33435098325347e-05,-6.24857448471739e-05,0.000577885443907
-2.01080690641886,-7.95406766339344e-05,-8.8551362305186e-05,0.000556614375324803
-2.00969565640149,-0.000105890887587405,-0.000114768133843358,0.000535130149916041
-2.00858440638413,-0.000132391102332161,-0.000141133035975574,0.000513434701852668
-2.00747315636677,-0.000159038240023426,-0.000167643005114447,0.00049153000757125
-2.00636190634941,-0.000185829179556862,-0.000194294937803932,0.000469418085716046
-2.00525065633204,-0.000212760759812088,-0.00022108569094338,0.000447100997076061
-2.00413940631468,-0.000239829779894884,-0.000248012082033253,0.000424580844515366
-2.00302815629732,-0.000267032999395281,-0.000275070889417057,0.000401859772896945
-2.00191690627995,-0.000294367138646182,-0.000302258852540552,0.000378939969000089
-2.00080565626259,-0.000321828878989605,-0.00032957267220727,0.00035582366143123
-1.99969440624523,-0.000349414863054699,-0.000357009010853589,0.000332513120528088
-1.99858315622786,-0.00037712169503556,-0.000384564492816732,0.00030901065825747
-1.9974719062105,-0.000404945940989132,-0.000412235704622353,0.000285318628106224
-1.99636065619314,-0.000432884129126985,-0.000440019195271531,0.000261439424965691
-1.99524940617577,-0.000460932750114093,-0.000467911476543667,0.000237375485009537
-1.99413815615841,-0.000489088257391273,-0.000495909023287135,0.000213129285564874
-1.99302690614105,-0.000517347067485473,-0.000524008273746644,0.000188703344976726
-1.99191565612368,-0.000545705560338634,-0.000552205629869923,0.000164100222465805
-1.99080440610632,-0.000574160079640047,-0.000580497457637459,0.000139322517979623
-1.98969315608896,-0.000602706933166531,-0.00060888008739372,0.000114372872036876
-1.98858190607159,-0.000631342393128956,-0.000637349814189448,8.9253965565061e-05
-1.98747065605423,-0.000660062696526909,-0.000665902898122435,6.3968519731467e-05
-1.98635940603687,-0.00068886404550963,-0.000694535564697141,3.85192957672692e-05
-1.9852481560195,-0.000717742607745135,-0.000723244005182394,1.29090947850576e-05
-1.98413690600214,-0.000746694516795286,-0.00075202437697721,-1.28592424105439e-05
-1.98302565598478,-0.000775715872497331,-0.000780872803994511,-3.87828355190366e-05
-1.98191440596741,-0.000804802741355735,-0.000809785377027258,-6.48587649467229e-05
-1.98080315595005,-0.000833951156936428,-0.000838758154152697,-9.108407201655e-05
-1.97969190593269,-0.000863157120269756,-0.000867787161118062,-0.000117455759184432
-1.97858065591532,-0.000892416600265633,-0.000896868391749233,-0.000143970790262498
-1.97746940589796,-0.000921725534122499,-0.000925997808353939,-0.000170626090649002
-1.9763581558806,-0.000951079827762237,-0.000955171342146385,-0.00019741854756525
-1.97524690586323,-0.000980475356250843,-0.000984384893659229,-0.000224345010299029
-1.97413565584587,-0.00100990796424069,-0.00101363433318945,-0.000251402290455106
-1.97302440582851,-0.00103937346641794,-0.00104291550121647,-0.000278587162212213
-1.97191315581114,-0.00106886764794876,-0.00107222420886227,-0.000305896362587143
-1.97080190579378,-0.00109838626494211,-0.0011015562383338,-0.000333326591705336
-1.96969065577642,-0.00112792504490913,-0.00113090734337828,-0.000360874513078387
-1.96857940575905,-0.00115747968724032,-0.00116027324975466,-0.000388536753888364
-1.96746815574169,-0.00118704586367952,-0.0011896496556988,-0.000416309905278791
-1.96635690572433,-0.00121661921880852,-0.00121903223239784,-0.000444190522652331
-1.96524565570696,-0.00124619537054311,-0.0012484166244849,-0.000472175125975502
-1.9641344056896,-0.00127576991062615,-0.00127779845051706,-0.000500260200089695
-1.96302315567224,-0.00130533840512875,-0.00130717330347923,-0.000528442195029356
-1.96191190565487,-0.00133489639496976,-0.00133653675128574,-0.000556717526346587
-1.96080065563751,-0.00136443939642401,-0.00136588433729339,-0.000585082575442581
-1.95968940562015,-0.00139396290165121,-0.00139521158081071,-0.000613533689905662
-1.95857815560278,-0.00142346237922323,-0.00142451397762449,-0.000642067183856112
-1.95746690558542,-0.00145293327465634,-0.00145378700053523,-0.000670679338297591
-1.95635565556806,-0.00148237101096114,-0.00148302609987769,-0.000699366401475111
-1.95524440555069,-0.00151177098918181,-0.00151222670407621,-0.000728124589239836
-1.95413315553333,-0.00154112858895834,-0.00154138422018677,-0.000756950085420311
-1.95302190551597,-0.00157043916907897,-0.00157049403444485,-0.000785839042200308
-1.9519106554986,-0.0015996980680523,-0.00159955151284266,-0.000814787580503447
-1.95079940548124,-0.00162890060467346,-0.00162855200167224,-0.00084379179038387
-1.94968815546388,-0.00165804207861025,-0.00165749082811611,-0.00087284773142402
-1.94857690544651,-0.00168711777097972,-0.00168636330081739,-0.000901951433138522
-1.94746565542915,-0.00171612294493809,-0.00171516471046139,-0.000931098895384665
-1.94635440541179,-0.00174505284628087,-0.00174389033037136,-0.000960286088779293
-1.94524315539442,-0.00177390270403858,-0.00177253541710122,-0.000989508955122211
-1.94413190537706,-0.00180266773108578,-0.00180109521103174,-0.00101876340782576
-1.9430206553597,-0.0018313431247517,-0.00182956493698879,-0.00104804533235107
-1.94190940534233,-0.00185992406744078,-0.00185793980484344,-0.00107735058665035
-1.94079815532497,-0.00188840572725012,-0.00188621501013931,-0.00110667500161558
-1.93968690530761,-0.00191678325860247,-0.00191438573470955,-0.00113601438153355
-1.93857565529024,-0.00194505180287531,-0.00194244714731268,-0.00116536450454709
-1.93746440527288,-0.00197320648904496,-0.00197039440425839,-0.00119472112312233
-1.93635315525552,-0.00200124243432799,-0.00199822265005448,-0.00122407996452237
-1.93524190523816,-0.00202915474482537,-0.00202592701804929,-0.00125343673128695
-1.93413065522079,-0.002056938516184,-0.00205350263108126,-0.00128278710171824
-1.93301940520343,-0.00208458883425138,-0.0020809446021316,-0.00131212673037258
-1.93190815518607,-0.00211210077573934,-0.00210824803499413,-0.00134145124855843
-1.9307969051687,-0.00213946940889456,-0.00213540802492457,-0.00137075626484003
-1.92968565515134,-0.00216668979416967,-0.00216241965933053,-0.00140003736554735
-1.92857440513398,-0.00219375698490272,-0.00218927801842515,-0.00142929011529142
-1.92746315511661,-0.0022206660279992,-0.00221597817592722,-0.00145851005748601
-1.92635190509925,-0.00224741196462003,-0.00224251519972698,-0.00148769271487469
-1.92524065508189,-0.0022739898308697,-0.00226888415259315,-0.00151683359006409
-1.92412940506452,-0.0023003946584992,-0.00229508009284887,-0.00154592816606225
-1.92301815504716,-0.00232662147559632,-0.00232109807508521,-0.00157497190682327
-1.9219069050298,-0.00235266530729935,-0.00234693315085299,-0.00160396025779709
-1.92079565501243,-0.00237852117650009,-0.00237258036937464,-0.0016328886464851
-1.91968440499507,-0.00240418410455896,-0.0023980347782537,-0.00166175248300103
-1.91857315497771,-0.00242964911201866,-0.00242329142419134,-0.00169054716063757
-1.91746190496034,-0.00245491121933116,-0.00244834535370149,-0.00171926805643812
-1.91635065494298,-0.00247996544757192,-0.00247319161384059,-0.00174791053177404
-1.91523940492562,-0.00250480681917943,-0.00249782525292695,-0.00177646993292709
-1.91412815490825,-0.00252943035867551,-0.00252224132128076,-0.00180494159167723
-1.91301690489089,-0.00255383109341088,-0.00254643487194804,-0.00183332082589547
-1.91190565487353,-0.00257800405429618,-0.00257040096145366,-0.00186160294014196
-1.91079440485616,-0.0026019442765497,-0.00259413465051999,-0.00188978322626885
-1.9096831548388,-0.00262564680043817,-0.0026176310048404,-0.00191785696402867
-1.90857190482144,-0.00264910667202786,-0.00264088509580881,-0.00194581942168712
-1.90746065480407,-0.00267231894393795,-0.0026638920012744,-0.00197366585664097
-1.90634940478671,-0.00269527867609192,-0.00268664680630117,-0.00200139151604083
-1.90523815476935,-0.00271798093647775,-0.0027091446039285,-0.0020289916374185
-1.90412690475198,-0.00274042080190948,-0.00273138049592124,-0.00205646144931907
-1.90301565473462,-0.00276259335878665,-0.00275334959354689,-0.00208379617193781
-1.90190440471726,-0.00278449370386613,-0.00277504701833504,-0.00211099101776119
-1.90079315469989,-0.00280611694502539,-0.00279646790284916,-0.00213804119221287
-1.89968190468253,-0.00282745820203773,-0.00281760739145733,-0.00216494189430363
-1.89857065466517,-0.00284851260734617,-0.00283846064111752,-0.00219168831728613
-1.8974594046478,-0.00286927530683466,-0.00285902282213171,-0.0022182756493134
-1.89634815463044,-0.0028897414606125,-0.00287928911895446,-0.002244699074102
-1.89523690461308,-0.00290990624379019,-0.00289925473095335,-0.00227095377159905
-1.89412565459571,-0.00292976484726506,-0.00291891487320609,-0.00229703491865338
-1.89301440457835,-0.0029493124785034,-0.00293826477727448,-0.00232293768969048
-1.89190315456099,-0.00296854436232778,-0.00295729969200605,-0.00234865725739177
-1.89079190454362,-0.00298745574170226,-0.00297601488431648,-0.00237418879337728
-1.88968065452626,-0.00300604187852904,-0.00299440563997899,-0.00239952746889214
-1.8885694045089,-0.00302429805443019,-0.00301246726442625,-0.00242466845549708
-1.88745815449153,-0.00304221957154673,-0.00303019508353448,-0.00244960692576189
-1.88634690447417,-0.00305980175333188,-0.00304758444443305,-0.00247433805396314
-1.88523565445681,-0.00307703994534068,-0.0030646307162864,-0.00249885701678457
-1.88412440443944,-0.00309392951603711,-0.00308132929110755,-0.0025231589940215
-1.88301315442208,-0.00311046585757649,-0.00309767558454789,-0.00254723916928798
-1.88190190440472,-0.00312664438661842,-0.00311366503670352,-0.00257109273072741
-1.88079065438735,-0.00314246054511556,-0.00312929311291413,-0.00259471487172612
-1.87967940436999,-0.00315790980111844,-0.00314455530456528,-0.00261810079163011
-1.87856815435263,-0.00317298764957338,-0.00315944712989793,-0.00264124569646443
-1.87745690433526,-0.00318768961312518,-0.00317396413480082,-0.00266414479965569
-1.8763456543179,-0.00320201124291663,-0.0031881018936266,-0.00268679332275719
-1.87523440430054,-0.00321594811939196,-0.00320185600998527,-0.00270918649617665
-1.87412315428317,-0.00322949585309638,-0.00321522211755933,-0.00273131955990657
-1.87301190426581,-0.00324265008547848,-0.00322819588089866,-0.00275318776425706
-1.87190065424845,-0.00325540648969472,-0.00324077299623648,-0.00277478637059118
-1.87078940423108,-0.0032677607714057,-0.00325294919228188,-0.00279611065206222
-1.86967815421372,-0.00327970866958297,-0.00326472023102922,-0.0028171558943536
-1.86856690419636,-0.00329124595730672,-0.00327608190857141,-0.0028379173964206
-1.86745565417899,-0.00330236844256531,-0.00328703005588346,-0.00285839047123421
-1.86634440416163,-0.00331307196906195,-0.00329756053964476,-0.00287857044652685
-1.86523315414427,-0.00332335241700466,-0.00330766926302817,-0.00289845266554003
-1.8641219041269,-0.00333320570390964,-0.00331735216650884,-0.00291803248777356
-1.86301065410954,-0.00334262778540057,-0.00332660522866524,-0.00293730528973654
-1.86189940409218,-0.00335161465600098,-0.00333542446696513,-0.00295626646569969
-1.86078815407482,-0.00336016234993157,-0.00334380593858652,-0.00297491142844955
-1.85967690405745,-0.00336826694190502,-0.00335174574119035,-0.00299323561004329
-1.85856565404009,-0.00337592454791467,-0.00335924001373424,-0.00301123446256553
-1.85745440402273,-0.0033831313260331,-0.0033662849372547,-0.00302890345888579
-1.85634315400536,-0.0033898834771963,-0.00337287673566737,-0.00304623809341707
-1.855231903988,-0.00339617724598935,-0.00337901167654888,-0.00306323388287556
-1.85412065397064,-0.00340200892143931,-0.00338468607193366,-0.00307988636704096
-1.85300940395327,-0.00340737483779452,-0.00338989627909428,-0.0030961911095175
-1.85189815393591,-0.00341227137530729,-0.00339463870132594,-0.00311214369849589
-1.85078690391855,-0.00341669496101482,-0.00339890978873196,-0.00312773974751548
-1.84967565390118,-0.0034206420695161,-0.00340270603899889,-0.00314297489622692
-1.84856440388382,-0.00342410922374581,-0.0034060239981794,-0.0031578448111552
-1.84745315386646,-0.00342709299574997,-0.00340886026145644,-0.00317234518646276
-1.84634190384909,-0.00342959000745298,-0.00341121147392544,-0.00318647174471292
-1.84523065383173,-0.00343159693142401,-0.00341307433135184,-0.00320022023763303
-1.84411940381437,-0.00343311049164636,-0.00341444558094929,-0.00321358644687777
-1.843008153797,-0.003434127464271,-0.00341532202213062,-0.00322656618479198
-1.84189690377964,-0.00343464467838146,-0.00341570050727083,-0.0032391552951733
-1.84078565376228,-0.00343465901674393,-0.00341557794246558,-0.00325134965403439
-1.83967440374491,-0.00343416741656113,-0.00341495128827575,-0.0032631451703645
-1.83856315372755,-0.00343316687022282,-0.00341381756048698,-0.00327453778689047
-1.83745190371019,-0.00343165442604097,-0.00341217383083896,-0.00328552348083692
-1.83634065369282,-0.00342962718899829,-0.00341001722778066,-0.00329609826468551
-1.83522940367546,-0.00342708232148481,-0.00340734493720181,-0.00330625818693333
-1.8341181536581,-0.00342401704402718,-0.00340415420315479,-0.00331599933285007
-1.83300690364073,-0.00342042863601835,-0.00340044232860187,-0.0033253178252341
-1.83189565362337,-0.00341631443644313,-0.00339620667612523,-0.00333420982516712
-1.83078440360601,-0.00341167184459448,-0.00339144466864697,-0.00334267153276729
-1.82967315358864,-0.0034064983207957,-0.00338615379015078,-0.00335069918794113
-1.82856190357128,-0.00340079138710447,-0.00338033158637986,-0.00335828907113332
-1.82745065355392,-0.00339454862802247,-0.00337397566555955,-0.00336543750407525
-1.82633940353655,-0.00338776769119868,-0.00336708369907282,-0.00337214085053105
-1.82522815351919,-0.00338044628811967,-0.00335965342217622,-0.00337839551704221
-1.82411690350183,-0.00337258219480997,-0.00335168263468143,-0.0033841979536697
-1.82300565348446,-0.00336417325250632,-0.00334316920162602,-0.0033895446547339
-1.8218944034671,-0.00335521736835074,-0.00333411105398205,-0.00339443215955252
-1.82078315344974,-0.00334571251605743,-0.0033245061892886,-0.00339885705317548
-1.81967190343237,-0.00333565673658684,-0.0033143526723599,-0.00340281596711788
-1.81856065341501,-0.00332504813880899,-0.00330364863590986,-0.00340630558008953
-1.81744940339765,-0.00331388490015878,-0.00329239228122993,-0.00340932261872243
-1.81633815338028,-0.00330216526729036,-0.00328058187882904,-0.00341186385829474
-1.81522690336292,-0.00328988755672792,-0.00326821576907531,-0.00341392612345208
-1.81411565334556,-0.00327705015549865,-0.00325529236283441,-0.00341550628892544
-1.81300440332819,-0.0032636515217691,-0.00324181014209628,-0.00341660128024594
-1.81189315331083,-0.00324969018547504,-0.00322776766059575,-0.00341720807445622
-1.81078190329347,-0.0032351647489368,-0.0032131635444363,-0.00341732370081824
-1.8096706532761,-0.00322007388748017,-0.00319799649269361,-0.00341694524151757
-1.80855940325874,-0.00320441635003951,-0.00318226527800691,-0.00341606983236377
-1.80744815324138,-0.003188190959758,-0.00316596874719862,-0.00341469466348716
-1.80633690322401,-0.00317139661458133,-0.00314910582183165,-0.00341281698003133
-1.80522565320665,-0.00315403228784696,-0.00313167549881328,-0.00341043408284198
-1.80411440318929,-0.00313609702886024,-0.00311367685095711,-0.00340754332915108
-1.80300315317192,-0.00311758996346419,-0.00309510902754402,-0.003404142133257
-1.80189190315456,-0.00309851029460839,-0.00307597125488714,-0.00340022796720026
-1.8007806531372,-0.00307885730290116,-0.00305626283687672,-0.00339579836143453
-1.79966940311983,-0.0030586303471601,-0.00303598315551701,-0.003390850905493
-1.79855815310247,-0.00303782886495422,-0.0030151316714742,-0.0033853832486503
-1.79744690308511,-0.0030164523731307,-0.0029937079245744,-0.00337939310057879
-1.79633565306774,-0.0029945004683487,-0.00297171153435218,-0.00337287823200085
-1.79522440305038,-0.00297197282758754,-0.00294914220052332,-0.00336583647533504
-1.79411315303302,-0.0029488692086581,-0.00292599970352479,-0.00335826572533784
-1.79300190301565,-0.00292518945070356,-0.00290228390495648,-0.00335016393973927
-1.79189065299829,-0.0029009334746881,-0.00287799474810975,-0.00334152913987387
-1.79077940298093,-0.00287610128388158,-0.00285313225840902,-0.00333235941130526
-1.78966815296357,-0.00285069296432842,-0.00282769654388464,-0.00332265290444575
-1.7885569029462,-0.00282470868531603,-0.00280168779562895,-0.00331240783516949
-1.78744565292884,-0.00279814869983099,-0.0027751062882484,-0.00330162248542027
-1.78633440291148,-0.0027710133450022,-0.0027479523802695,-0.00329029520381254
-1.78522315289411,-0.00274330304253802,-0.00272022651461439,-0.00327842440622738
-1.78411190287675,-0.00271501829915816,-0.00269192921896499,-0.00326600857640086
-1.78300065285939,-0.00268615970700489,-0.00266306110620763,-0.00325304626650715
-1.78188940284202,-0.00265672794405601,-0.00263362287481162,-0.00323953609773458
-1.78077815282466,-0.00262672377452324,-0.00260361530922451,-0.00322547676085512
-1.7796669028073,-0.00259614804923953,-0.00257303928024112,-0.00321086701678728
-1.77855565278993,-0.00256500170604128,-0.00254189574537941,-0.00319570569715206
-1.77744440277257,-0.00253328577013019,-0.00251018574922794,-0.00317999170482217
-1.77633315275521,-0.0025010013544365,-0.00247791042380506,-0.00316372401446388
-1.77522190273784,-0.00246814965997083,-0.00244507098887412,-0.00314690167307198
-1.77411065272048,-0.00243473197615511,-0.00241166875229621,-0.00312952380049741
-1.77299940270312,-0.00240074968115317,-0.00237770511031449,-0.00311158958996724
-1.77188815268575,-0.00236620424218775,-0.00234318154788438,-0.0030930983085977
-1.77077690266839,-0.00233109721584624,-0.00230809963894686,-0.0030740492978991
-1.76966565265103,-0.00229543024837472,-0.00227246104672775,-0.00305444197427342
-1.76855440263366,-0.00225920507596434,-0.00223626752398955,-0.00303427582950366
-1.7674431526163,-0.00222242352502258,-0.00219952091330914,-0.0030135504312359
-1.76633190259894,-0.00218508751243748,-0.002162223147312,-0.00299226542345268
-1.76522065258157,-0.00214719904582709,-0.00212437624892157,-0.00297042052693869
-1.76410940256421,-0.00210876022377594,-0.00208598233157487,-0.00294801553973812
-1.76299815254685,-0.00206977323607117,-0.0020470435994439,-0.00292505033760356
-1.76188690252948,-0.00203024036391297,-0.00200756234762818,-0.00290152487443658
-1.76077565251212,-0.00199016398011961,-0.00196754096236631,-0.0028774391827199
-1.75966440249476,-0.00194954654932246,-0.00192698192118419,-0.00285279337394044
-1.75855315247739,-0.0019083906281482,-0.00188588779309477,-0.00282758763900428
-1.75744190246003,-0.00186669886538468,-0.00184426123872662,-0.00280182224864228
-1.75633065244267,-0.00182447400214433,-0.00180210501048597,-0.00277549755380695
-1.7552194024253,-0.00178171887200139,-0.00175942195267624,-0.00274861398606027
-1.75410815240794,-0.00173843640113227,-0.00171621500161889,-0.00272117205795231
-1.75299690239058,-0.00169462960843419,-0.00167248718576663,-0.00269317236339082
-1.75188565237321,-0.00165030160563175,-0.00162824162579035,-0.00266461557800116
-1.75077440235585,-0.00160545559737658,-0.00158348153466294,-0.00263550245947711
-1.74966315233849,-0.00156009488132606,-0.00153821021773077,-0.00260583384792191
-1.74855190232112,-0.00151422284821844,-0.00149243107276079,-0.00257561066617972
-1.74744065230376,-0.0014678429819304,-0.00144614759000691,-0.00254483392015794
-1.7463294022864,-0.00142095885951926,-0.00139936335220785,-0.00251350469913851
-1.74521815226903,-0.0013735741512604,-0.00135208203463605,-0.00248162417608068
-1.74410690225167,-0.00132569262066252,-0.00130430740508918,-0.00244919360791286
-1.74299565223431,-0.00127731812447675,-0.00125604332388113,-0.00241621433581475
-1.74188440221694,-0.00122845461268745,-0.00120729374382138,-0.00238268778548929
-1.74077315219958,-0.00117910612849632,-0.00115806271019833,-0.00234861546742449
-1.73966190218222,-0.00112927680828615,-0.00110835436069846,-0.00231399897714444
-1.73855065216485,-0.00107897088157493,-0.00105817292538528,-0.00227883999545077
-1.73743940214749,-0.00102819267095872,-0.00100752272659498,-0.00224314028865254
-1.73632815213013,-0.000976946592032925,-0.000956408178870763,-0.00220690170878653
-1.73521690211276,-0.000925237153313658,-0.000904833788841929,-0.00217012619382611
-1.7341056520954,-0.000873068956127553,-0.00085280415514256,-0.00213281576788012
-1.73299440207804,-0.000820446694506853,-0.000800323968243444,-0.0020949725413799
-1.73188315206067,-0.00076737515505542,-0.000747398010345252,-0.00205659871125653
-1.73077190204331,-0.000713859216812163,-0.00069403115521151,-0.00201769656110642
-1.72966065202595,-0.000659903851088795,-0.000640228367996331,-0.00197826846134577
-1.72854940200858,-0.000605514121307308,-0.000585994705075195,-0.00193831686935451
-1.72743815199122,-0.000550695182814051,-0.000531335313836491,-0.00189784432960828
-1.72632690197386,-0.000495452282681689,-0.000476255432474579,-0.00185685347379962
-1.72521565195649,-0.00043979075949868,-0.000420760389787141,-0.0018153470209479
-1.72410440193913,-0.00038371604314301,-0.00036485560490659,-0.00177332777749731
-1.72299315192177,-0.00032723365454576,-0.00030854658706986,-0.0017307986374037
-1.7218819019044,-0.000270349205431039,-0.000251838935352796,-0.00168776258221008
-1.72077065188704,-0.000213068398053618,-0.000194738338385937,-0.00164422268110999
-1.71965940186968,-0.000155397024913272,-0.000137250574058266,-0.00160018209099942
-1.71854815185231,-9.73409684612967e-05,-7.93815092303151e-05,-0.00155564405651729
-1.71743690183495,-3.89062007847007e-05,-2.11370993764258e-05,-0.00151061191007331
-1.71632565181759,1.99012167177383e-05,3.74766116933653e-05,-0.00146508907186517
-1.71521440180023,7.90751336726623e-05,9.64534922543552e-05,-0.00141907904988222
-1.71410315178286,0.000138609311088953,0.000155787322961205,-0.00137258543989883
-1.7129919017655,0.000198497421728907,0.000215471797274516,-0.00132561192545434
-1.71188065174814,0.000258733050488188,0.000275500521820966,-0.00127816227782185
-1.71076940173077,0.000319309694796243,0.000335867016823901,-0.00123024035596411
-1.70965815171341,0.000380220765027894,0.00039656471650299,-0.00118185010647774
-1.70854690169605,0.000441459584933626,0.00045758696951932,-0.00113299556352497
-1.70743565167868,0.000503019392075464,0.000518927039420088,-0.00108368084875306
-1.70632440166132,0.000564893338293447,0.000580578105105165,-0.00103391017120128
-1.70521315164396,0.00062707449016833,0.00064253326130066,-0.000983687827195687
-1.70410190162659,0.000689555829511043,0.000704785519053693,-0.00093301820023123
-1.70299065160923,0.000752330253865018,0.000767327806225805,-0.000881905760841644
-1.70187940159187,0.000815390577021534,0.000830152968039,-0.00083035506645625
-1.7007681515745,0.000878729529547852,0.00089325376757815,-0.000778370761244924
-1.69965690155714,0.000942339759333775,0.000956622886369942,-0.000725957575949739
-1.69854565153978,0.00100621383215472,0.00102025292491736,-0.000673120327704473
-1.69743440152241,0.00107034423223834,0.00108413640330255,-0.000619863919840965
-1.69632315150505,0.00113472336286502,0.00114826576176063,-0.00056619334168323
-1.69521190148769,0.00119934354696076,0.00121263336129453,-0.000512113668328311
-1.69410065147032,0.00126419702772726,0.00127723148428846,-0.000457630060414724
-1.69298940145296,0.00132927596926586,0.00134205233515201,-0.000402747763877852
-1.6918781514356,0.00139457245723241,0.0014070880409564,-0.000347472109692561
-1.69076690141823,0.0014600784994964,0.0014723306521133,-0.000291808513602874
-1.68965565140087,0.00152578602682412,0.00153777214303319,-0.000235762475838933
-1.68854440138351,0.0015916868935657,0.00160340441282874,-0.000179339580820809
-1.68743315136614,0.00165777287836516,0.00166921928602125,-0.000122545496849281
-1.68632190134878,0.00172403568488407,0.00173520851325756,-6.53859757840288e-05
-1.68521065133142,0.00179046694253166,0.00180136377203413,-7.86685270852813e-06
-1.68409940131405,0.00185705820722636,0.00186767666746573,5.00059544180493e-05
-1.68298815129669,0.00192380096215064,0.00193413873302614,0.000108226445121828
-1.68187690127933,0.0019906866185402,0.00200074143134225,0.0001667885367884
-1.68076565126196,0.00205770651647325,0.0020674761549664,0.000225686065049778
-1.6796544012446,0.0021248519256829,0.00213433422719808,0.000284912784184901
-1.67854315122724,0.00219211404638157,0.00220130690288756,0.000344462367532549
-1.67743190120987,0.00225948401009388,0.0022683853692733,0.000404328407917915
-1.67632065119251,0.00232695288051669,0.00233556074683355,0.00046450441809194
-1.67520940117515,0.00239451165438089,0.00240282409013457,0.000524983831183815
-1.67409815115778,0.00246215126233567,0.00247016638870717,0.000585760001166368
-1.67298690114042,0.00252986256984175,0.00253757856794323,0.00064682620333503
-1.67187565112306,0.00259763637808431,0.0026050514899821,0.000708175634799244
-1.67076440110569,0.00266546342488929,0.00267257595463417,0.000769801414987371
-1.66965315108833,0.0027333343856727,0.00274014270030201,0.000831696586164486
-1.66854190107097,0.00280123987438345,0.0028077424049306,0.000893854113963417
-1.6674306510536,0.00286917044447239,0.00287536568695191,0.000956266887928413
-1.66631940103624,0.00293711658987299,0.00294300310626038,0.00101892772207247
-1.66520815101888,0.00300506874599064,0.00301064516518466,0.00108182935544686
-1.66409690100151,0.00307301729072086,0.00307828230949782,0.00114496445272462
-1.66298565098415,0.003140952545452,0.00314590492940769,0.00120832560479619
-1.66187440096679,0.00320886477611855,0.00321350336058828,0.0012719053293785
-1.66076315094942,0.0032767441942386,0.00328106788521133,0.00133569607163681
-1.65965190093206,0.00334458095797841,0.00334858873298705,0.00139969020481952
-1.6585406509147,0.00341236517322781,0.0034160560822363,0.00146388003090594
-1.65742940089733,0.00348008689468651,0.00348346006094955,0.00152825778126683
-1.65631815087997,0.00354773612696831,0.00355079074787737,0.00159281561733773
-1.65520690086261,0.00361530282571459,0.00361803817362952,0.00165754563130532
-1.65409565084525,0.00368277689872186,0.00368519232178363,0.0017224398468064
-1.65298440082788,0.00375014820708198,0.00375224313000918,0.00178749021963959
-1.65187315081052,0.00381740656633525,0.00381918049118973,0.0018526886384897
-1.65076190079315,0.00388454174764049,0.00388599425459922,0.00191802692566522
-1.64965065077579,0.00395154347894758,0.00395267422702579,0.00198349683784756
-1.64853940075843,0.00401840144619322,0.00401921017397329,0.00204909006685384
-1.64742815074107,0.00408510529450491,0.00408559182081942,0.0021147982404114
-1.6463169007237,0.00415164462941413,0.00415180885403312,0.00218061292294548
-1.64520565070634,0.00421800901808648,0.00421785092236371,0.00224652561637887
-1.64409440068898,0.00428418799056548,0.0042837076380725,0.0023125277609442
-1.64298315067161,0.004350171041016,0.00434936857815258,0.00237861073600846
-1.64187190065425,0.00441594762899979,0.00441482328557914,0.00244476586090996
-1.64076065063689,0.00448150718074285,0.004480061270554,0.00251098439580727
-1.63964940061952,0.00454683909042808,0.00454507201177699,0.00257725754254066
-1.63853815060216,0.00461193272149296,0.0046098449577132,0.00264357644550542
-1.6374269005848,0.00467677740793804,0.0046743695278931,0.00270993219253739
-1.63631565056743,0.00474136245565558,0.00473863511418637,0.00277631581581021
-1.63520440055007,0.00480567714375249,0.00480263108213883,0.0028427182927451
-1.63409315053271,0.00486971072590396,0.00486634677225797,0.00290913054693157
-1.63298190051534,0.00493345243170242,0.00492977150137336,0.002975543449061
-1.63187065049798,0.00499689146802616,0.0049928945639523,0.00304194781787106
-1.63075940048062,0.00506001702041326,0.00505570523346326,0.00310833442110223
-1.62964815046325,0.00512281825444978,0.00511819276372511,0.00317469397646582
-1.62853690044589,0.00518528431716535,0.00518034639028514,0.00324101715262344
-1.62742565042853,0.00524740433844234,0.00524215533179032,0.00330729457017783
-1.62631440041116,0.00530916743243155,0.00530360879138545,0.00337351680267532
-1.6252031503938,0.00537056269897612,0.00536469595810056,0.00343967437761907
-1.62409190037644,0.00543157922505743,0.00542540600826847,0.003505757777494
-1.62298065035907,0.00549220608622722,0.00548572810693386,0.00357175744080224
-1.62186940034171,0.00555243234807603,0.00554565140928437,0.00363766376311032
-1.62075815032435,0.00561224706769009,0.00560516506208653,0.00370346709810644
