k,G_diag_exact,G_diag_vwa,G_exact_kn_0p5kp,G_vwa_kn_0p5kp,G_exact_kn_1p0kp,G_vwa_kn_1p0kp,G_exact_kn_1p5kp,G_vwa_kn_1p5kp
0.2,8.4259302528897,8.4259302528897,3.42337799718836,4.91087300879426,1.80133423815497,4.40990734857487,1.30321570171394,4.31899088586309
0.211557788944724,7.53639034162231,7.53639034162231,3.2380764459819,4.46610305316056,1.7042144233001,3.96513739294117,1.23321219559314,3.8742209302294
0.223115577889447,6.78147891813097,6.78147891813097,3.07202400644538,4.08864734141489,1.61718236758962,3.5876816811955,1.17047868762559,3.49676521848373
0.234673366834171,6.13533906904027,6.13533906904027,2.92237668577156,3.76557741686954,1.53874766157321,3.26461175665015,1.11394109439167,3.17369529393838
0.246231155778894,5.57803612171625,5.57803612171625,2.78682446774213,3.48692594320753,1.46769972899557,2.98596028298814,1.06272699794596,2.89504382027637
0.257788944723618,5.0940014780363,5.0940014780363,2.66347161035819,3.24490862136756,1.40304509614734,2.74394296114817,1.01612043814717,2.65302649843639
0.269346733668342,4.67093342554713,4.67093342554713,2.5507477623645,3.03337459512297,1.34396081201703,2.53240893490358,0.973528344276262,2.44149247219181
0.280904522613065,4.29900775569316,4.29900775569316,2.44734102238442,2.84741176019599,1.28975936758247,2.3464460999766,0.934455253661039,2.25552963726483
0.292462311557789,3.97030227004744,3.97030227004744,2.35214687063066,2.68305901737313,1.23986193320837,2.18209335715374,0.898484024853585,2.09117689444196
0.304020100502513,3.67837141657674,3.67837141657674,2.26422874925052,2.53709359063778,1.193777700571,2.03612793041839,0.865260950115907,1.94521146770662
0.315577889447236,3.41792790905053,3.41792790905053,2.18278730495132,2.40687183687467,1.15108776409634,1.90590617665528,0.834484139365656,1.81498971394351
0.32713567839196,3.18460164790283,3.18460164790283,2.10713615162242,2.29020870630082,1.11143241923596,1.78924304608143,0.805894366511168,1.69832658336966
0.338693467336683,2.9747552138435,2.9747552138435,2.0366825955058,2.18528548927116,1.07450106139258,1.68431982905177,0.779267789978949,1.59340336633999
0.350251256281407,2.78534125548036,2.78534125548036,1.9709121766169,2.09057851008959,1.04002408477128,1.5896128498702,0.754410114514014,1.49869638715843
0.361809045226131,2.6137912419954,2.6137912419954,1.90937617305956,2.00480350334711,1.0077663339508,1.50383784312772,0.7311518719684,1.41292138041595
0.373366834170854,2.45792793797285,2.45792793797285,1.851681426208,1.92687185133583,0.977521771717437,1.42590619111644,0.709344578605388,1.33498972840467
0.384924623115578,2.31589599058376,2.31589599058376,1.79748199895006,1.85585587764129,0.949109107524008,1.35489021742189,0.688857584690868,1.26397375471012
0.396482412060301,2.18610646881202,2.18610646881202,1.74647229294453,1.79096111675542,0.922368190552908,1.28999545653603,0.669575475106727,1.19907899382426
0.408040201005025,2.06719223938415,2.06719223938415,1.69838133560565,1.73150400204148,0.897157015780684,1.23053834182209,0.651395911731839,1.13962187911032
0.419597989949749,1.95797182534432,1.95797182534432,1.6529680112742,1.67689379502157,0.873349224848575,1.17592813480217,0.634227832411584,1.0850116720904
0.431155778894472,1.85741995326927,1.85741995326927,1.61001705940296,1.62661785898404,0.850832008890954,1.12565219876465,0.617989939603502,1.03473573605288
0.442713567839196,1.76464341094372,1.76464341094372,1.56933569958709,1.58022958782126,0.829504339864914,1.07926392760187,0.602609425761785,0.988347464890103
0.45427135678392,1.67886114874735,1.67886114874735,1.53075077179956,1.53733845672308,0.809275471876058,1.03637279650369,0.58802089329798,0.945456333791918
0.465829145728643,1.59938779315818,1.59938779315818,1.49410630235225,1.49760177892849,0.790063665607716,0.996636118709103,0.574165435324181,0.905719655997333
0.477386934673367,1.52561991971377,1.52561991971377,1.45926142343275,1.46071784220629,0.771795098043647,0.959752181986902,0.560989849930401,0.868835719275131
0.48894472361809,1.45702456993024,1.45702456993024,1.42608858771216,1.42642016731453,0.754402926823983,0.925454507095138,0.548445965900412,0.834538044383367
0.500502512562814,1.39312960254041,1.39312960254041,1.39447203032605,1.39447268361961,0.737826484238563,0.893507023400219,0.536490061852539,0.802590560688448
0.512060301507538,1.33351555166105,1.33351555166105,1.36430643914474,1.36466565817993,0.722010580375225,0.863699997960538,0.52508236404434,0.772783535248767
0.523618090452261,1.27780872879816,1.27780872879816,1.33549580114944,1.33681224674848,0.706904898557402,0.835846586529094,0.514186610686855,0.744930123817323
0.535175879396985,1.22567535616788,1.22567535616788,1.30795239829207,1.31074556043334,0.692463469119345,0.809779900213954,0.503769672713868,0.718863437502183
0.546733668341709,1.17681655880571,1.17681655880571,1.28159593071829,1.28631616175226,0.678644209926748,0.78535050153287,0.493801222652131,0.694434038821099
0.558291457286432,1.13096407473974,1.13096407473974,1.25635274889703,1.26338991971928,0.665408523970344,0.762424259499885,0.484253444621983,0.671507796788114
0.569849246231156,1.08787656792448,1.08787656792448,1.23215517919442,1.24184616631165,0.652720945929603,0.740880506092257,0.475100779628919,0.649964043380486
0.581407035175879,1.04733644905037,1.04733644905037,1.20894092988919,1.22157610687459,0.64054883089211,0.720610446655199,0.466319701235207,0.629693983943429
0.592964824120603,1.00914712582293,1.00914712582293,1.18665256665389,1.20248144526087,0.62886207947695,0.701515785041483,0.45788851746653,0.610599322329712
0.604522613065327,0.973130617664836,0.973130617664836,1.16523704820534,1.18447319118182,0.617632894490029,0.683507530962433,0.449787195442545,0.592591068250663
0.61608040201005,0.939125480670989,0.939125480670989,1.14464531422264,1.1674706226849,0.606835564970542,0.66650496246551,0.441997205747215,0.575588499753739
0.627638190954774,0.906984997540212,0.906984997540212,1.12483191879547,1.15140038111951,0.596446274097771,0.650434720900121,0.434501383994425,0.559518258188351
0.639195979899498,0.876575594506742,0.876575594506742,1.10575470363961,1.13619567960278,0.586442927938153,0.635230019383386,0.427283807412411,0.544313556671616
0.650753768844221,0.847775453310268,0.847775453310268,1.08737450613585,1.12179560900454,0.576805002441699,0.62082994878515,0.420329684579805,0.529913486073379
0.662311557788945,0.820473291218056,0.820473291218056,1.06965489793834,1.10814452795843,0.56751340645847,0.607178867739044,0.413625256706779,0.516262405027273
0.673869346733668,0.794567286241949,0.794567286241949,1.05256195048216,1.09519152547038,0.558550358851797,0.59422586525099,0.40715770907516,0.503309402539219
0.685427135678392,0.769964128132029,0.769964128132029,1.03606402421525,1.08288994641542,0.549899278044302,0.58192428619603,0.400915091438438,0.491007823484259
0.696984924623116,0.746578178602032,0.746578178602032,1.02013157880063,1.07119697165042,0.541544682553555,0.570231311431032,0.394886246341581,0.479314848719261
0.708542713567839,0.724330726650588,0.724330726650588,1.00473700189457,1.0600732456747,0.533472101262557,0.559107585455309,0.389060744456386,0.468191122743539
0.720100502512563,0.703149326867363,0.703149326867363,0.989854454413634,1.04948254578309,0.525667992331252,0.548516885563697,0.383428826144113,0.457600422851926
0.731658291457286,0.682967210321293,0.682967210321293,0.975459730467228,1.03939148751005,0.518119669793651,0.538425827290662,0.377981348556837,0.447509364578891
0.74321608040201,0.663722759072424,0.663722759072424,0.961530130359373,1.02976926188562,0.510815237003893,0.528803601666228,0.372709737674597,0.437887138954457
0.754773869346734,0.645359036573945,0.645359036573945,0.948044345258649,1.02058740063638,0.503743526197092,0.519621740416988,0.367605944749244,0.428705277705217
0.766331658291457,0.627823367272551,0.627823367272551,0.93498235230457,1.01181956598568,0.496894043519457,0.510853905766291,0.362662406689766,0.41993744305452
0.777889447236181,0.611066959603483,0.611066959603483,0.922325319064854,1.00344136215115,0.490256918958793,0.502475701931757,0.357872009979188,0.411559239219986
0.789447236180905,0.595044567335449,0.595044567335449,0.910055516385411,0.995430166017131,0.483822860673243,0.49446450579774,0.353228057761071,0.403548043085969
0.801005025125628,0.579714184871043,0.579714184871043,0.898156238785215,0.987764974784928,0.477583113273982,0.486799314565537,0.348724239775513,0.395882851853766
0.812562814070352,0.565036772666746,0.565036772666746,0.886611731644967,0.980426268682779,0.471529419668204,0.479460608463388,0.344354604860916,0.388544145751618
0.824120603015075,0.550976009417239,0.550976009417239,0.875407124522474,0.973395887058026,0.465653986112893,0.472430226838635,0.340113535769632,0.381513764126864
0.835678391959799,0.53749806806358,0.53749806806358,0.864528370001741,0.966656916381196,0.459949450168525,0.465691256161806,0.335995726073497,0.374774793450035
0.847236180904523,0.524571413043166,0.524571413043166,0.853962187547231,0.960193588870989,0.454408851275761,0.459227928651599,0.331996158959664,0.368311465939828
0.858793969849246,0.512166616510131,0.512166616510131,0.84369601189181,0.953991190604472,0.449025603708069,0.453025530385081,0.328110087738658,0.36210906767331
0.87035175879397,0.500256191524416,0.500256191524416,0.833717945537016,0.948035978111614,0.44379347167939,0.447070317892224,0.324333017905514,0.356153855180453
0.881909547738693,0.488814440442247,0.488814440442247,0.824016714988254,0.94231510257053,0.438706546409151,0.441349442351139,0.320660690611493,0.350432979639368
0.893467336683417,0.477817316945224,0.477817316945224,0.814581630386854,0.936816540822018,0.433759224967396,0.435850880602628,0.317089067418664,0.344934417890857
0.905025125628141,0.467242300323598,0.467242300323598,0.805402548235278,0.931529032511205,0.428946190740897,0.430563372291815,0.313614316222668,0.339646909580044
0.916582914572864,0.457068280785516,0.457068280785516,0.796469836942403,0.926442022742164,0.424262395377166,0.425476362522774,0.310232798240555,0.334559899811003
0.928140703517588,0.447275454700706,0.447275454700706,0.787774344943167,0.92154560969976,0.419703042077548,0.420579949480369,0.306941055970841,0.329663486768598
0.939698492462312,0.437845228807207,0.437845228807207,0.779307371170844,0.91683049675301,0.415263570123235,0.415864836533619,0.303735802042102,0.324948373821848
